OrderID,Date,Region,Product,Category,SalesAmount,Quantity,Profit
1348,2023-12-15,Europe,API Gateway,Integration,9536.32,32,6854.27
1349,2023-12-16,Asia Pacific,IoT Platform,Cloud Services,3395.5,5,2281.35
1350,2023-12-17,Middle East & Africa,Workflow Automator,Software,1279.42,2,868.18
1351,2023-12-18,North America,Security Shield,Security,2732.0,4,1784.9
1352,2023-12-19,Latin America,Analytics Plus,Analytics,4017.04,4,2572.71
1353,2023-12-20,Latin America,Security Shield,Security,10485.02,14,6850.23
1354,2023-12-21,North America,AI Insights,Analytics,26262.86,26,16712.7
1355,2023-12-21,Latin America,API Gateway,Integration,6150.1,22,4420.4
1356,2023-12-22,North America,Analytics Plus,Analytics,29208.3,30,18706.42
1357,2023-12-22,North America,IoT Platform,Cloud Services,14817.88,22,9955.77
1358,2023-12-23,Middle East & Africa,IoT Platform,Cloud Services,2072.7,3,1392.59
1359,2023-12-24,Middle East & Africa,Cloud Storage Pro,Cloud Services,1439.4,3,959.6
1360,2023-12-25,North America,AI Insights,Analytics,20722.49,17,13187.04
1361,2023-12-25,North America,Enterprise Suite,Software,35505.3,30,21303.23
1362,2023-12-26,Latin America,Analytics Plus,Analytics,2558.7,3,1638.72
1363,2023-12-26,Middle East & Africa,Workflow Automator,Software,2949.06,6,2001.15
1364,2023-12-27,Asia Pacific,Enterprise Suite,Software,11584.53,9,6950.72
1365,2023-12-27,North America,API Gateway,Integration,7024.71,21,5048.99
1366,2023-12-28,Asia Pacific,Security Shield,Security,25232.13,33,16484.99
1367,2023-12-28,Middle East & Africa,Workflow Automator,Software,955.32,2,648.25
1368,2023-12-29,Middle East & Africa,IoT Platform,Cloud Services,4132.38,7,2776.45
1369,2023-12-29,North America,IoT Platform,Cloud Services,35134.32,52,23605.9
1370,2023-12-30,North America,Cloud Storage Pro,Cloud Services,1950.8,4,1300.53
1371,2023-12-31,North America,Cloud Storage Pro,Cloud Services,3448.08,8,2298.73
1372,2024-01-01,Europe,DataSync Basic,Cloud Services,888.04,4,637.57
1373,2024-01-01,Latin America,Enterprise Suite,Software,2744.86,2,1646.92
1374,2024-01-02,North America,Cloud Storage Pro,Cloud Services,1995.48,4,1330.32
1375,2024-01-02,Latin America,IoT Platform,Cloud Services,2104.98,3,1414.28
1376,2024-01-03,North America,DataSync Basic,Cloud Services,4393.62,21,3154.37
1377,2024-01-03,Middle East & Africa,Analytics Plus,Analytics,3941.76,4,2524.5
1378,2024-01-04,North America,IoT Platform,Cloud Services,2921.6,5,1962.95
1379,2024-01-04,Europe,IoT Platform,Cloud Services,14619.88,22,9822.73
1380,2024-01-05,North America,Workflow Automator,Software,13016.43,21,8832.56
1381,2024-01-05,Europe,Mobile Connect,Integration,2492.76,12,1780.55
1382,2024-01-06,Europe,Analytics Plus,Analytics,972.17,1,622.63
1383,2024-01-07,Europe,DataSync Basic,Cloud Services,1168.86,6,839.17
1384,2024-01-08,Asia Pacific,Enterprise Suite,Software,10278.0,8,6166.82
1385,2024-01-08,Europe,Security Shield,Security,7277.49,11,4754.64
1386,2024-01-09,Middle East & Africa,Mobile Connect,Integration,621.75,3,444.11
1387,2024-01-09,North America,Mobile Connect,Integration,943.4,5,673.86
1388,2024-01-10,Latin America,IoT Platform,Cloud Services,4707.01,7,3162.52
1389,2024-01-10,Europe,Workflow Automator,Software,8406.3,14,5704.25
1390,2024-01-11,Latin America,Security Shield,Security,10150.8,15,6631.88
1391,2024-01-11,Asia Pacific,Security Shield,Security,13696.05,17,8948.06
1392,2024-01-12,Europe,DataSync Basic,Cloud Services,523.68,3,375.98
1393,2024-01-12,Asia Pacific,API Gateway,Integration,3814.8,11,2741.88
1394,2024-01-13,Europe,Cloud Storage Pro,Cloud Services,3480.96,8,2320.64
1395,2024-01-14,Europe,Analytics Plus,Analytics,3902.24,4,2499.19
1396,2024-01-15,Latin America,Analytics Plus,Analytics,1999.86,2,1280.81
1397,2024-01-15,North America,Enterprise Suite,Software,6683.28,6,4009.97
1398,2024-01-16,Middle East & Africa,Analytics Plus,Analytics,7089.18,7,4540.26
1399,2024-01-16,North America,Mobile Connect,Integration,2016.4,10,1440.3
1400,2024-01-17,North America,IoT Platform,Cloud Services,2091.48,3,1405.21
1401,2024-01-17,Middle East & Africa,Enterprise Suite,Software,5411.85,5,3247.11
1402,2024-01-18,North America,Cloud Storage Pro,Cloud Services,9346.26,17,6230.84
1403,2024-01-18,Middle East & Africa,DataSync Basic,Cloud Services,1394.72,8,1001.33
1404,2024-01-19,Asia Pacific,IoT Platform,Cloud Services,6367.05,9,4277.86
1405,2024-01-19,Europe,IoT Platform,Cloud Services,2861.6,5,1922.63
1406,2024-01-20,Europe,AI Insights,Analytics,2989.98,3,1902.71
1407,2024-01-21,Asia Pacific,Security Shield,Security,1577.52,2,1030.64
1408,2024-01-22,Asia Pacific,Cloud Storage Pro,Cloud Services,2499.24,6,1666.16
1409,2024-01-22,Middle East & Africa,API Gateway,Integration,2221.6,8,1596.79
1410,2024-01-23,Asia Pacific,Enterprise Suite,Software,3979.98,3,2387.98
1411,2024-01-23,Latin America,AI Insights,Analytics,10997.8,10,6998.6
1412,2024-01-24,Latin America,Cloud Storage Pro,Cloud Services,4380.84,9,2920.57
1413,2024-01-24,Asia Pacific,Workflow Automator,Software,5708.3,10,3873.47
1414,2024-01-25,Latin America,Security Shield,Security,6451.2,8,4214.77
1415,2024-01-25,Latin America,AI Insights,Analytics,3657.09,3,2327.24
1416,2024-01-26,Middle East & Africa,Workflow Automator,Software,5244.1,10,3558.5
1417,2024-01-26,North America,Cloud Storage Pro,Cloud Services,5112.03,11,3408.02
1418,2024-01-27,Europe,Analytics Plus,Analytics,2639.58,3,1690.52
1419,2024-01-28,Europe,DataSync Basic,Cloud Services,1309.8,6,940.37
1420,2024-01-29,North America,Workflow Automator,Software,7736.3,13,5249.61
1421,2024-01-29,North America,Mobile Connect,Integration,2764.65,15,1974.76
1422,2024-01-30,Middle East & Africa,Workflow Automator,Software,5507.1,9,3736.96
1423,2024-01-30,Asia Pacific,IoT Platform,Cloud Services,6474.06,9,4349.76
1424,2024-01-31,Asia Pacific,Security Shield,Security,6895.36,8,4504.97
1425,2024-01-31,Latin America,IoT Platform,Cloud Services,6927.24,12,4654.25
1426,2024-02-01,Asia Pacific,AI Insights,Analytics,22029.48,18,14018.75
1427,2024-02-01,Latin America,Mobile Connect,Integration,1162.86,6,830.61
1428,2024-02-02,North America,AI Insights,Analytics,11076.78,11,7048.88
1429,2024-02-02,Latin America,AI Insights,Analytics,1004.89,1,639.48
1430,2024-02-03,Middle East & Africa,Workflow Automator,Software,557.29,1,378.16
1431,2024-02-04,Latin America,AI Insights,Analytics,2336.86,2,1487.09
1432,2024-02-05,Middle East & Africa,Cloud Storage Pro,Cloud Services,2182.45,5,1454.97
1433,2024-02-05,Asia Pacific,API Gateway,Integration,4576.52,13,3289.37
1434,2024-02-06,Latin America,Analytics Plus,Analytics,5061.45,5,3241.6
1435,2024-02-06,Latin America,Analytics Plus,Analytics,7351.2,8,4708.08
1436,2024-02-07,Asia Pacific,Analytics Plus,Analytics,10373.33,11,6643.6
1437,2024-02-07,North America,Cloud Storage Pro,Cloud Services,13425.75,27,8950.49
1438,2024-02-08,Middle East & Africa,IoT Platform,Cloud Services,2518.56,4,1692.15
1439,2024-02-08,Latin America,Security Shield,Security,3151.64,4,2059.07
1440,2024-02-09,Latin America,Enterprise Suite,Software,8109.29,7,4865.57
1441,2024-02-09,Europe,DataSync Basic,Cloud Services,4472.82,22,3211.26
1442,2024-02-10,Europe,AI Insights,Analytics,2047.44,2,1302.92
1443,2024-02-11,North America,Analytics Plus,Analytics,1514.38,2,969.88
1444,2024-02-12,Middle East & Africa,IoT Platform,Cloud Services,3464.4,5,2327.64
1445,2024-02-12,Latin America,Security Shield,Security,5374.88,7,3511.6
1446,2024-02-13,Asia Pacific,Security Shield,Security,5546.31,7,3623.59
1447,2024-02-13,Europe,Workflow Automator,Software,9743.8,20,6611.89
1448,2024-02-14,North America,Workflow Automator,Software,20429.64,33,13863.0
1449,2024-02-14,Asia Pacific,AI Insights,Analytics,16301.25,15,10373.52
1450,2024-02-15,Latin America,IoT Platform,Cloud Services,2928.6,4,1967.66
1451,2024-02-15,North America,IoT Platform,Cloud Services,19566.68,28,13146.36
1452,2024-02-16,Europe,API Gateway,Integration,1572.0,5,1129.88
1453,2024-02-16,Latin America,AI Insights,Analytics,4344.84,4,2764.89
1454,2024-02-17,Latin America,API Gateway,Integration,1722.2,5,1237.84
1455,2024-02-18,Asia Pacific,DataSync Basic,Cloud Services,364.38,2,261.6
1456,2024-02-19,Middle East & Africa,API Gateway,Integration,3056.8,10,2197.08
1457,2024-02-19,Asia Pacific,Mobile Connect,Integration,3151.68,16,2251.19
1458,2024-02-20,Middle East & Africa,Cloud Storage Pro,Cloud Services,3302.82,6,2201.88
1459,2024-02-20,Middle East & Africa,AI Insights,Analytics,1171.15,1,745.28
1460,2024-02-21,Middle East & Africa,Enterprise Suite,Software,5861.1,5,3516.67
1461,2024-02-21,Asia Pacific,IoT Platform,Cloud Services,1471.52,2,988.68
1462,2024-02-22,Asia Pacific,Analytics Plus,Analytics,9924.5,10,6356.13
1463,2024-02-22,Middle East & Africa,Security Shield,Security,3899.58,6,2547.72
1464,2024-02-23,Middle East & Africa,Workflow Automator,Software,3158.76,6,2143.44
1465,2024-02-23,Middle East & Africa,API Gateway,Integration,597.32,2,429.32
1466,2024-02-24,Middle East & Africa,Analytics Plus,Analytics,1019.32,1,652.82
1467,2024-02-25,Asia Pacific,Enterprise Suite,Software,2822.28,2,1693.37
1468,2024-02-26,Latin America,Cloud Storage Pro,Cloud Services,2986.74,6,1991.15
1469,2024-02-26,Latin America,Cloud Storage Pro,Cloud Services,5831.21,11,3887.49
1470,2024-02-27,Asia Pacific,API Gateway,Integration,1384.84,4,995.35
1471,2024-02-27,Asia Pacific,Cloud Storage Pro,Cloud Services,1797.44,4,1198.3
1472,2024-02-28,North America,Enterprise Suite,Software,21112.3,17,12667.41
1473,2024-02-28,North America,API Gateway,Integration,3094.3,11,2224.03
1474,2024-02-29,Europe,API Gateway,Integration,5086.9,14,3656.21
1475,2024-02-29,Europe,Enterprise Suite,Software,4771.48,4,2862.88
1476,2024-03-01,Asia Pacific,Workflow Automator,Software,14138.88,24,9594.25
1477,2024-03-01,Middle East & Africa,Workflow Automator,Software,3112.05,5,2111.74
1478,2024-03-02,Asia Pacific,Cloud Storage Pro,Cloud Services,481.64,1,321.09
1479,2024-03-03,North America,API Gateway,Integration,1659.75,5,1192.95
1480,2024-03-04,Latin America,Workflow Automator,Software,5188.1,10,3520.49
1481,2024-03-04,Europe,Workflow Automator,Software,7990.4,16,5422.07
1482,2024-03-05,Europe,Mobile Connect,Integration,1210.26,6,864.46
1483,2024-03-05,Asia Pacific,Mobile Connect,Integration,3439.19,19,2456.58
1484,2024-03-06,Latin America,Analytics Plus,Analytics,5022.45,5,3216.63
1485,2024-03-06,Europe,Cloud Storage Pro,Cloud Services,8675.2,20,5783.44
1486,2024-03-07,Latin America,Mobile Connect,Integration,1111.26,6,793.75
1487,2024-03-07,Europe,Workflow Automator,Software,9897.76,16,6716.33
1488,2024-03-08,Asia Pacific,Cloud Storage Pro,Cloud Services,1906.4,4,1270.93
1489,2024-03-08,North America,Security Shield,Security,14533.42,22,9495.16
1490,2024-03-09,Asia Pacific,Analytics Plus,Analytics,3013.74,3,1930.15
1491,2024-03-10,Asia Pacific,API Gateway,Integration,645.58,2,464.01
1492,2024-03-11,Middle East & Africa,Enterprise Suite,Software,8944.32,8,5366.59
1493,2024-03-11,Europe,API Gateway,Integration,2028.3,6,1457.85
1494,2024-03-12,Middle East & Africa,Mobile Connect,Integration,1165.92,6,832.79
1495,2024-03-12,Middle East & Africa,DataSync Basic,Cloud Services,388.24,2,278.73
1496,2024-03-13,Europe,DataSync Basic,Cloud Services,2131.8,10,1530.51
1497,2024-03-13,Middle East & Africa,IoT Platform,Cloud Services,5718.6,9,3842.18
1498,2024-03-14,Europe,Cloud Storage Pro,Cloud Services,5701.52,11,3801.0
1499,2024-03-14,Europe,Workflow Automator,Software,2682.7,5,1820.4
1500,2024-03-15,Europe,Cloud Storage Pro,Cloud Services,5357.99,11,3571.98
1501,2024-03-15,Asia Pacific,Workflow Automator,Software,10466.64,18,7102.39
1502,2024-03-16,Asia Pacific,Workflow Automator,Software,1548.51,3,1050.78
1503,2024-03-17,Latin America,Analytics Plus,Analytics,864.4,1,553.6
1504,2024-03-18,North America,Analytics Plus,Analytics,7802.46,9,4997.07
1505,2024-03-18,Asia Pacific,IoT Platform,Cloud Services,10939.2,16,7349.78
1506,2024-03-19,Asia Pacific,Workflow Automator,Software,9427.2,16,6397.03
1507,2024-03-19,Latin America,IoT Platform,Cloud Services,2099.52,3,1410.62
1508,2024-03-20,Asia Pacific,Enterprise Suite,Software,2140.84,2,1284.51
1509,2024-03-20,Middle East & Africa,Mobile Connect,Integration,376.24,2,268.75
1510,2024-03-21,Asia Pacific,Enterprise Suite,Software,3437.25,3,2062.36
1511,2024-03-21,Latin America,Enterprise Suite,Software,9982.32,8,5989.39
1512,2024-03-22,North America,Workflow Automator,Software,1455.24,3,987.49
1513,2024-03-22,Middle East & Africa,Cloud Storage Pro,Cloud Services,1489.62,3,993.08
1514,2024-03-23,Middle East & Africa,IoT Platform,Cloud Services,1394.06,2,936.64
1515,2024-03-24,Europe,Security Shield,Security,2686.44,4,1755.14
1516,2024-03-25,Asia Pacific,Mobile Connect,Integration,1889.91,9,1349.93
1517,2024-03-25,Asia Pacific,IoT Platform,Cloud Services,668.98,1,449.47
1518,2024-03-26,Asia Pacific,Analytics Plus,Analytics,3147.8,4,2016.01
1519,2024-03-26,North America,DataSync Basic,Cloud Services,2793.45,15,2005.54
1520,2024-03-27,Latin America,Security Shield,Security,5124.9,6,3348.28
1521,2024-03-27,Middle East & Africa,API Gateway,Integration,1028.85,3,739.48
1522,2024-03-28,Middle East & Africa,DataSync Basic,Cloud Services,848.2,5,608.96
1523,2024-03-28,Middle East & Africa,Enterprise Suite,Software,9770.32,7,5862.19
1524,2024-03-29,Asia Pacific,API Gateway,Integration,5645.52,18,4057.72
1525,2024-03-29,North America,Mobile Connect,Integration,3557.25,17,2540.88
1526,2024-03-30,Europe,Mobile Connect,Integration,1126.55,5,804.68
1527,2024-03-31,Middle East & Africa,Mobile Connect,Integration,199.6,1,142.57
1528,2024-04-01,Europe,Mobile Connect,Integration,1529.71,7,1092.64
1529,2024-04-01,Latin America,Security Shield,Security,4729.86,6,3090.17
1530,2024-04-02,Asia Pacific,API Gateway,Integration,6896.0,20,4956.47
1531,2024-04-02,Middle East & Africa,Security Shield,Security,7863.36,12,5137.41
1532,2024-04-03,North America,IoT Platform,Cloud Services,1211.62,2,814.06
1533,2024-04-03,Latin America,Enterprise Suite,Software,5379.25,5,3227.55
1534,2024-04-04,Middle East & Africa,API Gateway,Integration,6909.35,19,4966.11
1535,2024-04-04,North America,Mobile Connect,Integration,7552.76,34,5394.85
1536,2024-04-05,Asia Pacific,Analytics Plus,Analytics,1674.68,2,1072.55
1537,2024-04-05,Middle East & Africa,API Gateway,Integration,1609.2,5,1156.61
1538,2024-04-06,Europe,API Gateway,Integration,3018.42,9,2169.48
1539,2024-04-07,Middle East & Africa,Enterprise Suite,Software,2244.64,2,1346.78
1540,2024-04-08,Asia Pacific,IoT Platform,Cloud Services,6565.32,9,4411.06
1541,2024-04-08,North America,Security Shield,Security,6589.4,10,4305.09
1542,2024-04-09,Middle East & Africa,API Gateway,Integration,1303.8,4,937.11
1543,2024-04-09,Europe,Enterprise Suite,Software,31659.6,28,18995.8
1544,2024-04-10,Asia Pacific,Enterprise Suite,Software,34804.63,31,20882.79
1545,2024-04-10,Latin America,DataSync Basic,Cloud Services,2952.8,16,2119.98
1546,2024-04-11,Europe,DataSync Basic,Cloud Services,2435.18,11,1748.33
1547,2024-04-11,Middle East & Africa,API Gateway,Integration,1427.85,5,1026.26
1548,2024-04-12,Asia Pacific,DataSync Basic,Cloud Services,4645.5,25,3335.26
1549,2024-04-12,Latin America,Analytics Plus,Analytics,6537.12,8,4186.69
1550,2024-04-13,Latin America,Workflow Automator,Software,521.65,1,353.98
1551,2024-04-14,Europe,API Gateway,Integration,1297.72,4,932.73
1552,2024-04-15,Asia Pacific,API Gateway,Integration,7311.92,22,5255.47
1553,2024-04-15,Europe,IoT Platform,Cloud Services,6605.01,9,4437.74
1554,2024-04-16,Europe,Security Shield,Security,4982.58,6,3255.28
1555,2024-04-16,Europe,Enterprise Suite,Software,3742.86,3,2245.72
1556,2024-04-17,Asia Pacific,DataSync Basic,Cloud Services,1738.8,9,1248.36
1557,2024-04-17,Asia Pacific,DataSync Basic,Cloud Services,892.84,4,641.02
1558,2024-04-18,Europe,IoT Platform,Cloud Services,28039.44,39,18838.95
1559,2024-04-18,Asia Pacific,Cloud Storage Pro,Cloud Services,11080.23,21,7386.79
1560,2024-04-19,North America,Analytics Plus,Analytics,16122.0,20,10325.35
1561,2024-04-19,Europe,Workflow Automator,Software,21855.24,36,14830.39
1562,2024-04-20,Europe,AI Insights,Analytics,985.98,1,627.44
1563,2024-04-21,Latin America,Cloud Storage Pro,Cloud Services,1386.27,3,924.18
1564,2024-04-22,Europe,Analytics Plus,Analytics,26860.12,28,17202.55
1565,2024-04-22,Europe,Mobile Connect,Integration,3279.9,15,2342.77
1566,2024-04-23,Middle East & Africa,Security Shield,Security,1643.82,2,1073.96
1567,2024-04-23,North America,Workflow Automator,Software,15065.5,25,10223.05
1568,2024-04-24,Asia Pacific,AI Insights,Analytics,5183.85,5,3298.81
1569,2024-04-24,Europe,DataSync Basic,Cloud Services,677.52,4,486.42
1570,2024-04-25,Europe,API Gateway,Integration,1081.83,3,777.56
1571,2024-04-25,Asia Pacific,AI Insights,Analytics,15257.76,14,9709.5
1572,2024-04-26,Middle East & Africa,Enterprise Suite,Software,8329.68,6,4997.8
1573,2024-04-26,Europe,Enterprise Suite,Software,30008.16,26,18004.85
1574,2024-04-27,Middle East & Africa,Enterprise Suite,Software,5277.48,4,3166.49
1575,2024-04-28,Asia Pacific,Analytics Plus,Analytics,1639.66,2,1050.12
1576,2024-04-29,Middle East & Africa,IoT Platform,Cloud Services,6717.59,11,4513.38
1577,2024-04-29,Latin America,Workflow Automator,Software,3533.88,6,2398.0
1578,2024-04-30,Asia Pacific,IoT Platform,Cloud Services,8704.54,13,5848.37
1579,2024-04-30,North America,Workflow Automator,Software,5933.73,11,4026.45
1580,2024-05-01,Latin America,Enterprise Suite,Software,9005.36,8,5403.21
1581,2024-05-01,Asia Pacific,Analytics Plus,Analytics,4755.42,6,3045.62
1582,2024-05-02,Middle East & Africa,Security Shield,Security,4567.08,7,2983.83
1583,2024-05-02,Latin America,Mobile Connect,Integration,1361.64,7,972.6
1584,2024-05-03,North America,DataSync Basic,Cloud Services,8377.75,47,6014.86
1585,2024-05-03,Middle East & Africa,API Gateway,Integration,2774.25,9,1994.0
1586,2024-05-04,Europe,API Gateway,Integration,556.88,2,400.26
1587,2024-05-05,Europe,IoT Platform,Cloud Services,6490.89,9,4361.06
1588,2024-05-06,Latin America,IoT Platform,Cloud Services,9718.35,15,6529.5
1589,2024-05-06,Middle East & Africa,API Gateway,Integration,3536.28,11,2541.69
1590,2024-05-07,North America,API Gateway,Integration,13032.24,39,9366.97
1591,2024-05-07,Europe,API Gateway,Integration,7511.28,21,5398.72
1592,2024-05-08,Latin America,API Gateway,Integration,4334.52,12,3115.43
1593,2024-05-08,Latin America,Analytics Plus,Analytics,6110.72,7,3913.61
1594,2024-05-09,Middle East & Africa,Mobile Connect,Integration,445.5,2,318.22
1595,2024-05-09,Latin America,API Gateway,Integration,3081.21,11,2214.63
1596,2024-05-10,North America,AI Insights,Analytics,31874.18,26,20283.55
1597,2024-05-10,Latin America,Enterprise Suite,Software,2196.84,2,1318.11
1598,2024-05-11,Europe,Cloud Storage Pro,Cloud Services,3270.4,7,2180.27
1599,2024-05-12,Latin America,Security Shield,Security,2474.52,3,1616.68
1600,2024-05-13,Latin America,Analytics Plus,Analytics,2823.66,3,1808.41
1601,2024-05-13,Latin America,DataSync Basic,Cloud Services,3234.4,16,2322.12
1602,2024-05-14,Asia Pacific,AI Insights,Analytics,10007.64,9,6368.49
1603,2024-05-14,Asia Pacific,Workflow Automator,Software,3109.25,5,2109.84
1604,2024-05-15,Latin America,Enterprise Suite,Software,7726.32,7,4635.79
1605,2024-05-15,Latin America,Enterprise Suite,Software,3714.75,3,2228.85
1606,2024-05-16,North America,DataSync Basic,Cloud Services,3080.7,15,2211.77
1607,2024-05-16,North America,Security Shield,Security,15805.02,22,10325.95
1608,2024-05-17,Latin America,Analytics Plus,Analytics,9936.0,10,6363.52
1609,2024-05-17,Asia Pacific,API Gateway,Integration,3873.24,12,2783.88
1610,2024-05-18,Latin America,Mobile Connect,Integration,184.19,1,131.56
1611,2024-05-19,North America,AI Insights,Analytics,8934.93,9,5685.87
1612,2024-05-20,North America,Enterprise Suite,Software,14946.6,12,8967.96
1613,2024-05-20,Asia Pacific,Security Shield,Security,7093.9,11,4634.69
1614,2024-05-21,North America,Security Shield,Security,11752.78,17,7678.5
1615,2024-05-21,Europe,Security Shield,Security,22147.01,29,14469.36
1616,2024-05-22,Europe,Enterprise Suite,Software,47148.27,39,28288.99
1617,2024-05-22,North America,Security Shield,Security,1967.73,3,1285.59
1618,2024-05-23,Middle East & Africa,IoT Platform,Cloud Services,2034.33,3,1366.82
1619,2024-05-23,North America,Analytics Plus,Analytics,5111.45,5,3273.62
1620,2024-05-24,Middle East & Africa,Security Shield,Security,7707.04,11,5035.26
1621,2024-05-24,Asia Pacific,AI Insights,Analytics,32966.19,27,20978.47
1622,2024-05-25,Latin America,API Gateway,Integration,1701.95,5,1223.28
1623,2024-05-26,Asia Pacific,Cloud Storage Pro,Cloud Services,1464.66,3,976.44
1624,2024-05-27,Europe,Security Shield,Security,19998.72,31,13065.83
1625,2024-05-27,North America,API Gateway,Integration,4956.28,14,3562.33
1626,2024-05-28,Latin America,AI Insights,Analytics,3641.4,3,2317.25
1627,2024-05-28,Middle East & Africa,AI Insights,Analytics,7416.71,7,4719.73
1628,2024-05-29,Middle East & Africa,Analytics Plus,Analytics,2333.25,3,1494.32
1629,2024-05-29,Asia Pacific,Security Shield,Security,7722.55,11,5045.38
1630,2024-05-30,Middle East & Africa,Mobile Connect,Integration,1100.45,5,786.03
1631,2024-05-30,Middle East & Africa,API Gateway,Integration,2247.28,7,1615.24
1632,2024-05-31,Latin America,Enterprise Suite,Software,15307.6,14,9184.55
1633,2024-05-31,Latin America,Cloud Storage Pro,Cloud Services,5378.2,10,3585.46
1634,2024-06-01,Middle East & Africa,Analytics Plus,Analytics,870.6,1,557.57
1635,2024-06-02,Europe,Workflow Automator,Software,6174.24,12,4189.66
1636,2024-06-03,Europe,Enterprise Suite,Software,20291.1,15,12174.66
1637,2024-06-03,Asia Pacific,Analytics Plus,Analytics,19650.12,21,12584.88
1638,2024-06-04,Asia Pacific,Cloud Storage Pro,Cloud Services,1449.81,3,966.54
1639,2024-06-04,Latin America,IoT Platform,Cloud Services,8481.76,14,5698.69
1640,2024-06-05,Middle East & Africa,AI Insights,Analytics,12946.45,11,8238.65
1641,2024-06-05,Asia Pacific,Workflow Automator,Software,13496.16,24,9158.12
1642,2024-06-06,Asia Pacific,DataSync Basic,Cloud Services,737.12,4,529.22
1643,2024-06-06,Europe,Mobile Connect,Integration,1133.15,5,809.4
1644,2024-06-07,Middle East & Africa,IoT Platform,Cloud Services,2426.24,4,1630.13
1645,2024-06-07,North America,Enterprise Suite,Software,3887.97,3,2332.78
1646,2024-06-08,Middle East & Africa,Mobile Connect,Integration,699.06,3,499.33
1647,2024-06-09,Europe,IoT Platform,Cloud Services,3533.1,6,2373.81
1648,2024-06-10,Europe,IoT Platform,Cloud Services,13327.82,22,8954.65
1649,2024-06-10,North America,API Gateway,Integration,4204.44,12,3021.95
1650,2024-06-11,Latin America,DataSync Basic,Cloud Services,358.64,2,257.48
1651,2024-06-11,Latin America,Security Shield,Security,8161.56,12,5332.24
1652,2024-06-12,Asia Pacific,Mobile Connect,Integration,1306.56,6,933.25
1653,2024-06-12,Latin America,Enterprise Suite,Software,12193.29,9,7315.97
1654,2024-06-13,North America,Cloud Storage Pro,Cloud Services,6260.52,12,4173.69
1655,2024-06-13,Latin America,API Gateway,Integration,2186.88,6,1571.82
1656,2024-06-14,Latin America,API Gateway,Integration,6883.75,25,4947.7
1657,2024-06-14,Europe,Mobile Connect,Integration,1177.44,6,841.03
1658,2024-06-15,North America,API Gateway,Integration,1654.68,6,1189.3
1659,2024-06-16,Latin America,Cloud Storage Pro,Cloud Services,2417.7,5,1611.81
1660,2024-06-17,Latin America,AI Insights,Analytics,9370.88,8,5963.29
1661,2024-06-17,Latin America,Cloud Storage Pro,Cloud Services,8376.07,17,5584.06
1662,2024-06-18,Middle East & Africa,Security Shield,Security,5901.14,7,3855.4
1663,2024-06-18,Europe,Security Shield,Security,5325.52,8,3479.35
1664,2024-06-19,Europe,Analytics Plus,Analytics,8942.67,11,5727.33
1665,2024-06-19,Asia Pacific,Security Shield,Security,12659.55,15,8270.92
1666,2024-06-20,North America,Enterprise Suite,Software,23701.55,19,14220.93
1667,2024-06-20,Middle East & Africa,Enterprise Suite,Software,5702.92,4,3421.75
1668,2024-06-21,Asia Pacific,API Gateway,Integration,3917.48,14,2815.71
1669,2024-06-21,North America,Security Shield,Security,19066.54,23,12456.79
1670,2024-06-22,Asia Pacific,Mobile Connect,Integration,1075.56,6,768.25
1671,2024-06-23,Middle East & Africa,DataSync Basic,Cloud Services,582.84,3,418.45
1672,2024-06-24,Latin America,Analytics Plus,Analytics,18801.09,21,12041.15
1673,2024-06-24,Asia Pacific,DataSync Basic,Cloud Services,815.0,4,585.13
1674,2024-06-25,Middle East & Africa,Enterprise Suite,Software,16943.42,13,10166.04
1675,2024-06-25,North America,Mobile Connect,Integration,2181.08,11,1557.92
1676,2024-06-26,North America,Analytics Plus,Analytics,37728.4,40,24163.1
1677,2024-06-26,Latin America,Cloud Storage Pro,Cloud Services,7636.02,14,5090.67
1678,2024-06-27,Middle East & Africa,API Gateway,Integration,1450.32,4,1042.41
1679,2024-06-27,Latin America,IoT Platform,Cloud Services,2880.44,4,1935.3
1680,2024-06-28,North America,API Gateway,Integration,696.84,2,500.86
1681,2024-06-28,Asia Pacific,AI Insights,Analytics,11297.25,9,7189.16
1682,2024-06-29,Latin America,Mobile Connect,Integration,791.12,4,565.08
1683,2024-06-30,Middle East & Africa,Cloud Storage Pro,Cloud Services,499.66,1,333.11
1684,2024-07-01,Europe,IoT Platform,Cloud Services,21990.78,31,14775.08
1685,2024-07-01,Europe,DataSync Basic,Cloud Services,2966.74,14,2129.98
1686,2024-07-02,Asia Pacific,DataSync Basic,Cloud Services,1019.28,6,731.8
1687,2024-07-02,Asia Pacific,Security Shield,Security,6079.05,9,3971.65
1688,2024-07-03,Latin America,API Gateway,Integration,3515.71,11,2526.92
1689,2024-07-03,Asia Pacific,Mobile Connect,Integration,3126.3,17,2233.07
1690,2024-07-04,Europe,AI Insights,Analytics,30393.25,25,19341.17
1691,2024-07-04,Middle East & Africa,IoT Platform,Cloud Services,2231.28,4,1499.14
1692,2024-07-05,Europe,Security Shield,Security,9638.88,12,6297.39
1693,2024-07-05,North America,Enterprise Suite,Software,21824.48,16,13094.72
1694,2024-07-06,Asia Pacific,DataSync Basic,Cloud Services,1429.96,7,1026.64
1695,2024-07-07,Asia Pacific,Security Shield,Security,2129.07,3,1390.99
1696,2024-07-08,North America,Workflow Automator,Software,13489.58,26,9153.65
